10.0,39.0,0.69092,5.8442,0.01507,0.02453,0.02453,0.18735,1.0,109
10.0,40.0,0.67803,0.58538,0.01162,-0.01483,-0.01483,0.02141,1.0,181
11.0,39.0,0.82226,6.05392,0.06165,0.01752,0.01752,0.12009,1.0,311
11.0,40.0,0.92406,0.07567,0.03253,-0.00117,-0.00117,0.12823,1.0,689
11.0,41.0,0.9879,0.01367,0.00887,0.0004,0.0004,0.00017,1.0,501
12.0,38.0,0.69654,5.99636,0.12294,-0.04595,-0.04595,0.15611,1.0,71
12.0,39.0,0.83977,5.88075,0.03421,0.01312,0.01312,0.00551,1.0,315
12.0,40.0,0.93245,0.00499,0.02333,0.00089,0.00089,0.00027,1.0,841
12.0,41.0,0.93414,0.03514,0.0253,-0.0119,-0.0119,0.11212,1.0,516
12.0,42.0,0.97337,0.32585,0.04533,0.0034,0.0034,0.10313,1.0,91
13.0,38.0,0.85314,5.83324,0.09103,-0.02876,-0.02876,0.14151,1.0,77
13.0,39.0,0.83847,6.07709,0.06071,-0.02722,-0.02722,0.14552,1.0,308
13.0,40.0,0.89544,6.21495,0.04278,-0.01023,-0.01023,0.15023,1.0,815
13.0,41.0,0.92967,0.11421,0.02934,-0.01437,-0.01437,0.11554,1.0,485
13.0,42.0,0.83938,0.01854,0.03002,-0.00167,-0.00167,0.00027,1.0,91
14.0,37.0,1.16732,5.8295,0.00225,-0.0061,-0.0061,0.01651,1.0,23
14.0,38.0,0.92153,5.8855,0.02508,0.01114,0.01114,0.00623,1.0,66
14.0,39.0,0.87697,6.12969,0.04568,-0.05034,-0.05034,0.18376,1.0,309
14.0,40.0,0.89078,6.25076,0.03532,-0.03307,-0.03307,0.15416,1.0,806
14.0,41.0,0.88424,0.0779,0.03481,-0.03407,-0.03407,0.18856,1.0,467
14.0,42.0,0.81151,0.17505,0.04393,-0.02315,-0.02315,0.13587,1.0,99
15.0,38.0,0.87766,5.70132,0.04795,0.05316,0.05316,0.25,1.0,74
15.0,39.0,0.92597,6.09781,0.03847,-0.00015,-0.00015,0.10153,1.0,321
15.0,40.0,0.87484,6.26073,0.05272,-0.00092,-0.00092,0.14448,1.0,771
15.0,41.0,0.84956,0.28862,0.05583,-0.01811,-0.01811,0.1119,1.0,459
15.0,43.0,0.8312,0.14586,0.0769,0.00083,0.00083,0.06691,1.0,30
16.0,37.0,0.90225,5.75284,0.00037,0.00075,0.00075,0.10256,1.0,33
16.0,38.0,0.92152,6.08494,0.03009,-0.01193,-0.01193,0.38377,1.0,78
16.0,39.0,0.95631,0.00211,0.01302,-0.00042,-0.00042,0.00015,1.0,314
16.0,40.0,0.92243,0.01081,0.04118,0.00587,0.00587,0.122,1.0,724
16.0,41.0,0.84416,0.19661,0.06287,0.0021,0.0021,0.11782,1.0,444
16.0,42.0,0.82042,0.25427,0.08012,-0.04488,-0.04488,0.1305,1.0,120
16.0,43.0,0.89905,0.00731,0.08986,-0.02731,-0.02731,0.10573,1.0,37
17.0,36.0,0.96636,5.964,0.00152,-0.00066,-0.00066,0.00029,1.0,14
17.0,37.0,0.86547,6.16594,0.02102,-0.01405,-0.01405,0.11427,1.0,31
17.0,38.0,1.03435,0.07621,0.02216,-0.02571,-0.02571,0.12531,1.0,86
17.0,39.0,0.98447,0.00845,0.03052,-0.03318,-0.03318,0.12793,1.0,307
17.0,40.0,0.94223,0.00092,0.01326,0.0009,0.0009,0.0003,1.0,719
17.0,41.0,0.9216,0.22729,0.05862,-0.01908,-0.01908,0.13542,1.0,439
17.0,42.0,0.87715,0.16811,0.08091,-0.04128,-0.04128,0.19154,1.0,127
17.0,43.0,0.96784,6.25341,0.04759,-0.00485,-0.00485,0.11587,1.0,44
18.0,37.0,1.00511,0.0377,0.02276,0.00831,0.00831,0.10682,1.0,31
18.0,38.0,0.96704,0.18314,0.03585,0.00197,0.00197,0.14078,1.0,77
18.0,39.0,0.90415,6.28168,0.02521,-7e-05,-7e-05,0.00018,1.0,266
18.0,41.0,0.96553,0.09812,0.03828,-0.0209,-0.0209,0.10599,1.0,465
18.0,42.0,0.93899,0.00464,0.05818,-0.00883,-0.00883,0.16691,1.0,125
19.0,36.0,1.08002,6.05305,0.00263,-0.01508,-0.01508,0.10548,1.0,12
19.0,37.0,1.05928,5.99915,0.01152,0.00753,0.00753,0.12018,1.0,22
19.0,39.0,0.94398,0.12067,0.02438,0.00214,0.00214,0.14193,1.0,287
19.0,40.0,1.00136,0.10042,0.01269,-0.01094,-0.01094,0.12441,1.0,730
19.0,41.0,1.05164,6.27949,0.01913,-0.02041,-0.02041,0.12628,1.0,439
19.0,42.0,0.9401,0.08393,0.03268,-0.00382,-0.00382,0.0935,1.0,115
19.0,43.0,0.90478,0.07739,0.03772,-0.00068,-0.00068,0.14972,1.0,41
19.0,70.0,0.18423,1.5765,0.03228,0.00189,0.00189,0.00011,1.0,5
20.0,38.0,1.04146,6.12651,0.03194,-0.00667,-0.00667,0.14877,1.0,68
20.0,39.0,1.01503,6.15455,0.02316,-0.00304,-0.00304,0.11585,1.0,311
20.0,40.0,0.97563,6.27591,0.00137,-0.00015,-0.00015,0.0001,1.0,700
20.0,41.0,1.03606,6.22702,0.01385,0.00363,0.00363,0.14319,1.0,430
20.0,42.0,0.9247,6.27789,0.03421,-0.00434,-0.00434,0.13018,1.0,106
20.0,44.0,1.07536,0.40733,0.00082,0.00358,0.00358,0.01561,1.0,13
20.0,68.0,0.8066,1.7375,0.05467,0.0451,0.0451,0.14025,1.0,11
20.0,69.0,0.71058,2.00747,0.07347,0.03518,0.03518,0.33248,1.0,33
20.0,70.0,0.55801,2.154,0.05916,0.07037,0.07037,0.47083,1.0,25
21.0,35.0,0.98502,6.1012,0.00972,0.02242,0.02242,0.11534,1.0,13
21.0,36.0,1.02821,6.07894,0.00799,0.01411,0.01411,0.10989,1.0,21
21.0,38.0,1.27225,5.6673,0.02325,-0.02624,-0.02624,0.03024,1.0,72
21.0,39.0,1.11135,6.00595,0.02826,-0.04077,-0.04077,0.13533,1.0,309
21.0,40.0,1.08369,0.03904,0.0122,-0.00825,-0.00825,0.19998,1.0,703
21.0,41.0,1.10644,6.02381,0.02081,-0.01676,-0.01676,0.13523,1.0,448
21.0,42.0,0.92457,0.24997,0.04301,0.00681,0.00681,0.03973,1.0,105
21.0,43.0,0.80096,0.40414,0.0336,-0.01422,-0.01422,0.00714,1.0,40
21.0,67.0,0.89328,1.96075,0.02431,-0.01296,-0.01296,0.00693,1.0,12
21.0,68.0,0.91839,2.04814,0.07404,0.0385,0.0385,0.09194,1.0,28
